Job ID,Language,Level
411,Polish,C1
411,English,B2
412,Polish,B2
412,English,B2
413,English,B2
415,English,C1
416,English,B2
416,Polish,C1
418,English,C1
419,Polish,C1
420,English,B2
421,Polish,C2
421,English,B1
423,English,C1
424,English,C1
426,English,B2
427,English,B2
428,English,B2
430,English,B2
431,English,C1
431,Polish,C1
433,English,B2
434,English,B2
435,Polish,C2
435,English,B2
437,English,B2
438,English,C1
439,English,B2
441,Polish,C1
442,English,B2
446,Polish,C2
447,Polish,B2
447,English,B2
448,English,B2
449,English,C1
450,English,B2
451,English,B2
452,Polish,C2
452,English,C1
454,English,C1
455,English,B2
456,English,C1
457,English,B2
459,English,C1
460,Polish,C2
461,English,B2
462,Polish,C2
462,English,B2
463,English,B2
465,Polish,C1
465,English,C1
466,Polish,C2
467,Polish,C1
467,English,C1
470,English,B2
471,English,C1
472,Polish,C1
473,English,B2
474,English,C1
475,Polish,C2
475,English,B2
476,English,B2
480,English,B2
481,English,C1
482,English,B2
485,English,C1
486,English,B2
487,English,C1
489,English,C1
491,Polish,C1
491,English,B2
492,English,B2
493,English,B2
495,English,C1
496,English,B2
498,Polish,C2
499,English,C1
501,English,B2
505,English,A1
507,English,B2
508,English,B2
509,Polish,B2
509,English,B2
511,English,B2
512,German,C1
512,English,C1
513,Polish,B2
513,English,B2
514,Polish,C2
514,English,B1
516,English,B2
520,English,B2
521,English,C1
522,English,B2
524,English,B2
527,English,C1
530,English,C1
532,English,B2
534,English,C1
535,English,B2
536,Polish,C1
537,English,C1
538,English,B2
540,English,C1
542,Polish,C1
542,English,B2
545,English,B2
546,English,C1
547,English,B2
549,Polish,C1
549,English,B2
550,English,C1
550,Polish,C1
552,Polish,C2
552,English,B2
553,Polish,C2
553,English,B2
555,Polish,C1
555,English,C1
561,Polish,C2
561,English,B1
563,English,B2
565,English,B2
565,Polish,B2
566,English,B2
567,English,C1
570,English,C1
571,English,B2
572,English,B2
573,English,C1
575,English,B1
576,English,B2
576,Polish,C2
578,English,B2
579,English,B2
580,Polish,C2
580,English,C1
582,English,C1
584,English,C1
586,English,B2
588,English,B2
589,English,B2
590,English,B2
592,English,B2
593,Polish,C1
593,English,C1
594,English,C1
595,Polish,C1
595,English,B2
597,English,B2
599,English,B2
600,English,B2
600,Polish,C1
602,English,B2
604,English,B2
605,English,C1
606,Polish,C1
606,English,C1
608,Polish,C1
608,English,B2
609,English,C1
611,English,C1
613,English,B2
614,Polish,C1
614,English,C1
616,Polish,C1
616,English,C1
617,Polish,C2
617,English,B2
620,English,B2
621,Polish,C1
621,English,C1
623,English,C1
624,Polish,C1
624,English,C1
627,English,B2
630,English,B2
631,Polish,C2
635,English,B2
636,English,B2
637,English,C1
639,Polish,C1
639,English,B2
640,English,C1
643,Polish,B2
643,English,B2
644,English,B2
645,English,C1
648,English,B2
650,English,B2
654,English,B2
655,English,C1
657,English,C1
658,English,C1
660,Polish,B2
660,English,B2
662,English,C2
663,English,C1
664,English,C1
664,Polish,C1
665,English,B2
667,English,B2
668,English,B2
671,English,C1
673,English,C1
674,Polish,C2
674,English,B2
675,English,C1
677,English,B2
677,Polish,B2
678,English,C1
680,English,B2
681,English,C1
681,German,C1
683,Polish,B2
684,English,B2
685,English,B2
687,English,B2
688,English,B2
689,English,C1
690,English,B2
691,English,B2
693,English,B2
694,Polish,C2
695,English,B2
